,place_id,result,success,acceptance_ratio,aver_revenue,revenue,cost,revenue_to_cost,inservice
0,1,True,1,1.0,745.0,745,903,0.8250276854928018,1
1,2,True,2,1.0,593.5,442,616,0.781435154707044,2
2,3,True,3,1.0,497.0,304,388,0.7818563188253802,3
3,4,True,4,1.0,586.25,854,1013,0.803082191780822,4
4,5,True,5,1.0,641.2,861,1228,0.7729026036644165,5
5,6,True,6,1.0,567.1666666666666,197,231,0.7771180634848139,6
6,7,True,7,1.0,574.2857142857143,617,807,0.7751639028152719,7
7,8,True,8,1.0,533.0,244,308,0.7761194029850746,8
8,9,True,9,1.0,501.8888888888889,253,354,0.7724008207934336,9
9,10,True,10,1.0,500.8,491,524,0.7859384808537351,10
10,11,True,11,1.0,463.90909090909093,95,106,0.7877431305958629,11
11,12,True,12,1.0,465.9166666666667,488,638,0.7856942102304666,12
12,13,True,13,1.0,458.6923076923077,372,493,0.7836772243395979,13
13,14,True,14,1.0,459.5,470,582,0.7853741911854475,14
14,15,True,15,1.0,445.8,254,358,0.7821967481576793,15
15,16,True,16,1.0,429.75,189,242,0.7821635763849392,16
16,17,True,17,1.0,452.6470588235294,819,1094,0.7784522003034902,15
17,18,True,18,1.0,472.27777777777777,806,1024,0.7792648272068934,16
18,19,True,19,1.0,470.05263157894734,430,596,0.7762711864406779,16
19,20,True,20,1.0,471.15,492,557,0.7812137290664898,17
20,21,True,21,1.0,477.42857142857144,603,866,0.7755259900990099,18
21,22,True,22,1.0,461.6818181818182,131,150,0.7766478054748432,19
22,23,True,23,1.0,484.4782608695652,986,1300,0.7750034775351231,20
23,24,True,24,1.0,481.125,404,531,0.7744986249916158,20
24,25,True,25,1.0,486.2,608,810,0.7732680195941217,19
25,26,True,26,1.0,471.88461538461536,114,129,0.7741670873296315,20
26,27,True,27,1.0,482.0740740740741,747,972,0.7738406658739596,21
27,28,True,28,1.0,471.10714285714283,175,221,0.7740742914148231,21
28,29,True,29,1.0,476.3103448275862,622,817,0.773490872438123,22
29,30,True,30,1.0,481.93333333333334,645,732,0.777729962345347,23
30,31,True,31,1.0,472.9032258064516,202,233,0.7788344047176327,24
31,32,True,32,1.0,476.53125,589,748,0.7791630473660007,25
32,33,True,33,1.0,469.6969696969697,251,287,0.780541847114513,26
33,34,True,34,1.0,461.11764705882354,178,199,0.7816722341327217,26
34,35,True,35,1.0,461.0285714285714,458,602,0.7810639430756571,26
35,36,True,36,1.0,451.1666666666667,106,112,0.7819556111886765,27
36,37,True,37,1.0,455.5945945945946,615,733,0.7839006696428571,28
37,38,True,38,1.0,452.89473684210526,353,427,0.7847339382609092,29
38,39,True,39,1.0,457.6666666666667,639,837,0.7839511595221363,30
39,40,True,40,1.0,463.975,710,911,0.7837746526458043,31
40,41,True,41,1.0,465.219512195122,515,763,0.7803780378037803,32
41,42,True,42,1.0,471.1904761904762,716,942,0.7796249606051056,32
42,43,True,43,1.0,475.2325581395349,645,817,0.7799320636616923,32
43,44,True,44,1.0,477.59090909090907,579,722,0.7805222300635145,32
44,45,True,45,1.0,478.1111111111111,501,616,0.7812556737717419,30
45,46,True,46,1.0,483.6521739130435,733,962,0.7806041893266903,31
46,47,True,47,1.0,493.1914893617021,932,1174,0.7811288963774221,32
47,48,True,48,1.0,492.3958333333333,455,569,0.7814773178151038,32
48,49,True,49,1.0,498.0,767,1037,0.7800901505706339,32
49,50,True,50,1.0,498.24,510,599,0.7814303638644918,33
50,51,True,51,1.0,500.8235294117647,630,861,0.7801227818331755,34
51,52,True,52,1.0,497.0192307692308,303,389,0.7801086628433443,35
52,53,True,53,1.0,504.0,867,1220,0.7776419213973799,35
53,54,True,54,1.0,511.55555555555554,912,1130,0.7785794813979707,36
54,55,True,55,1.0,511.1636363636364,490,664,0.7778331119964587,37
55,56,True,56,1.0,517.6785714285714,876,1227,0.7757351957400123,38
56,57,False,56,0.9824561403508771,508.5964912280702,0,0,0.7757351957400123,38
57,58,False,56,0.9655172413793104,499.82758620689657,0,0,0.7757351957400123,38
58,59,True,57,0.9661016949152542,499.3728813559322,473,542,0.7771213040381927,36
59,60,True,58,0.9666666666666667,507.3666666666667,979,1340,0.7755330802741192,35
60,61,True,59,0.9672131147540983,512.7049180327868,833,1106,0.7749200921727496,36
61,62,True,60,0.967741935483871,510.2903225806452,363,493,0.7744541270929208,36
62,63,True,61,0.9682539682539683,515.2539682539683,823,1071,0.7743005033036758,37
63,64,True,62,0.96875,518.859375,746,1014,0.7733889186482521,38
64,65,True,63,0.9692307692307692,525.3076923076923,938,1171,0.7741226081436474,38
65,66,True,64,0.9696969696969697,519.1212121212121,117,177,0.7736705430732754,34
66,67,True,65,0.9701492537313433,518.4626865671642,475,624,0.7734975172014519,35
67,68,True,66,0.9705882352941176,514.3529411764706,239,333,0.7730869545997082,35
68,69,True,67,0.9710144927536232,512.4057971014493,380,511,0.7727580705090377,35
69,70,True,68,0.9714285714285714,513.9857142857143,623,742,0.7738251424884396,36
70,71,True,69,0.971830985915493,507.7464788732394,71,115,0.7734391761424587,37
71,72,True,70,0.9722222222222222,504.9583333333333,307,366,0.7739483991825613,38
72,73,True,71,0.9726027397260274,503.0821917808219,368,531,0.7730439724672153,39
73,74,True,72,0.972972972972973,500.13513513513516,285,466,0.7714756217038751,40
74,75,True,73,0.9733333333333334,496.41333333333336,221,302,0.7712273433454169,41
75,76,True,74,0.9736842105263158,497.2631578947368,561,795,0.7701650703077236,42
76,77,True,75,0.974025974025974,497.06493506493507,482,560,0.7711867821881926,41
77,78,True,76,0.9743589743589743,495.6025641025641,383,518,0.7708582595517269,42
78,79,True,77,0.9746835443037974,498.9873417721519,763,1113,0.7690056768303388,40
79,80,True,78,0.975,498.275,442,606,0.7685426186207029,41
80,81,True,79,0.9753086419753086,500.0987654320988,646,948,0.7669790779134715,42
81,82,True,80,0.975609756097561,499.9024390243902,484,680,0.7662772221702963,43
82,83,True,81,0.9759036144578314,495.7951807228916,159,213,0.7661987041036717,41
83,84,True,82,0.9761904761904762,494.4047619047619,379,536,0.765614630189514,42
84,85,True,83,0.9764705882352941,491.16470588235296,219,259,0.76599453241106,43
85,86,True,84,0.9767441860465116,492.48837209302326,605,768,0.7662969730961987,43
