,place_id,result,success,acceptance_ratio,aver_revenue,revenue,cost,revenue_to_cost,inservice
0,1,True,1,1.0,854.0,854,1031,0.8283220174587779,1
1,2,True,2,1.0,672.5,491,613,0.8181265206812652,2
2,3,True,3,1.0,514.0,197,231,0.8224,3
3,4,True,4,1.0,446.5,244,316,0.8151528982199908,4
4,5,True,5,1.0,418.0,304,358,0.8199293840721852,5
5,6,True,6,1.0,390.6666666666667,254,320,0.81700941094458,6
6,7,True,7,1.0,348.42857142857144,95,106,0.8198319327731093,7
7,8,True,8,1.0,412.5,861,1090,0.8118081180811808,7
8,9,True,9,1.0,394.77777777777777,253,350,0.8047565118912797,8
9,10,True,10,1.0,392.5,372,480,0.8018386108273748,9
10,11,True,11,1.0,424.54545454545456,745,990,0.7935429056924383,10
11,12,True,12,1.0,426.0,442,610,0.787066974595843,11
12,13,True,13,1.0,440.6923076923077,617,858,0.7791377668978648,12
13,14,True,14,1.0,444.07142857142856,488,609,0.7808339613162522,12
14,15,True,15,1.0,469.06666666666666,819,1006,0.7845673505798394,12
15,16,True,16,1.0,477.75,608,849,0.7786492818580014,13
16,17,True,17,1.0,485.11764705882354,603,804,0.7764805573863102,14
17,18,True,18,1.0,480.6111111111111,404,547,0.7746239255014327,15
18,19,True,19,1.0,494.63157894736844,747,946,0.775796598976391,16
19,20,True,20,1.0,493.4,470,538,0.7799557382232059,16
20,21,True,21,1.0,493.3333333333333,492,630,0.7800030115946394,17
21,22,True,22,1.0,490.45454545454544,430,589,0.7778819119025304,18
22,23,True,23,1.0,496.17391304347825,622,773,0.7792952745151598,19
23,24,True,24,1.0,482.7916666666667,175,183,0.7814797329196735,19
24,25,True,25,1.0,471.04,189,239,0.7816275056418426,19
25,26,True,26,1.0,457.96153846153845,131,169,0.7815556284870364,20
26,27,True,27,1.0,464.8888888888889,645,809,0.7823485415108452,21
27,28,True,28,1.0,483.5,986,1230,0.7837211994905638,22
28,29,True,29,1.0,487.13793103448273,589,694,0.7862310774710597,22
29,30,True,30,1.0,497.76666666666665,806,1053,0.7850796488092109,23
30,31,True,31,1.0,493.0967741935484,353,506,0.7828135402263533,23
31,32,True,32,1.0,497.84375,645,790,0.78412167150662,24
32,33,True,33,1.0,504.45454545454544,716,923,0.7837570621468927,24
33,34,True,34,1.0,492.97058823529414,114,129,0.7843605222518601,25
34,35,True,35,1.0,493.6,515,657,0.7843457731771543,26
35,36,True,36,1.0,495.97222222222223,579,723,0.7848696646006418,27
36,37,True,37,1.0,488.02702702702703,202,270,0.7844389417437769,26
37,38,True,38,1.0,487.2368421052632,458,602,0.7838364167478091,25
38,39,True,39,1.0,479.3076923076923,178,180,0.785387168606361,26
39,40,True,40,1.0,469.975,106,118,0.7859442284376437,27
40,41,True,41,1.0,469.609756097561,455,599,0.7853005954808712,28
41,42,True,42,1.0,473.07142857142856,615,785,0.7852428565782713,29
42,43,True,43,1.0,478.7674418604651,718,883,0.7861834568089819,30
43,44,True,44,1.0,482.40909090909093,639,913,0.783276135650762,31
44,45,True,45,1.0,492.2,923,1221,0.7820974576271187,32
45,46,True,46,1.0,497.4347826086956,733,1034,0.7795189752674252,33
46,47,True,47,1.0,501.9574468085106,710,947,0.7785881654070823,34
47,48,True,48,1.0,507.4791666666667,767,975,0.7788400051157437,35
48,49,True,49,1.0,515.734693877551,912,1195,0.7782636814388223,36
49,50,True,50,1.0,515.44,501,612,0.7790103678626485,37
50,51,True,51,1.0,517.6862745098039,630,896,0.7770093292916213,37
51,52,True,52,1.0,517.1538461538462,490,620,0.7772478973380733,37
52,53,True,53,1.0,512.1320754716982,251,333,0.7770239322111531,38
53,54,True,54,1.0,518.074074074074,833,1163,0.7750657985870619,37
54,55,True,55,1.0,525.6,932,1165,0.7758454106280194,37
55,56,True,56,1.0,529.5357142857143,746,981,0.7754504327815696,37
56,57,True,57,1.0,525.2456140350877,285,421,0.7743779421654338,36
57,58,True,58,1.0,525.8620689655172,561,711,0.7746425215249029,37
58,59,True,59,1.0,525.1186440677966,482,625,0.7745887294364718,37
59,60,True,60,1.0,530.8166666666667,867,1068,0.7755564213704768,37
60,61,True,61,1.0,529.8688524590164,473,558,0.7765231597155487,38
61,62,True,62,1.0,531.3709677419355,623,828,0.7760529539244323,39
62,63,True,63,1.0,537.8253968253969,938,1245,0.7754079227406916,40
63,64,True,64,1.0,542.28125,823,1082,0.7750508050648741,39
64,65,True,65,1.0,549.0,979,1355,0.7735076082715567,37
65,66,True,66,1.0,545.2727272727273,303,381,0.7736859077716866,38
66,67,True,67,1.0,550.2089552238806,876,1143,0.7735112677829535,37
67,68,True,68,1.0,547.4558823529412,363,511,0.7728414540472088,38
68,69,True,69,1.0,542.7246376811594,221,330,0.7721396317449845,38
69,70,True,70,1.0,542.2571428571429,510,632,0.7725875720013841,39
70,71,True,71,1.0,543.943661971831,662,897,0.7719676980890702,38
71,72,True,72,1.0,542.5277777777778,442,554,0.7722509983788699,39
72,73,True,73,1.0,539.3013698630137,307,431,0.7717444572951992,39
73,74,True,74,1.0,537.1486486486486,380,460,0.7722301012181143,40
74,75,True,75,1.0,533.1733333333333,239,316,0.7721330784529533,38
75,76,True,76,1.0,532.4078947368421,475,589,0.7725189965252587,39
76,77,True,77,1.0,535.4025974025974,763,913,0.7736015462273179,38
77,78,True,78,1.0,535.1153846153846,513,657,0.7736894787573219,38
78,79,True,79,1.0,533.0,368,531,0.7729033205455313,39
79,80,False,79,0.9875,526.3375,0,0,0.7729033205455313,39
80,81,True,80,0.9876543209876543,520.716049382716,71,93,0.7728871948984828,40
81,82,True,81,0.9878048780487805,519.0365853658536,383,484,0.7730492589363557,41
82,83,True,82,0.9879518072289156,514.1927710843373,117,177,0.7726902395307154,41
83,84,True,83,0.9880952380952381,512.5833333333334,379,499,0.7725723103423527,42
84,85,True,84,0.9882352941176471,508.84705882352944,195,244,0.7726882949835644,42
85,86,True,85,0.9883720930232558,509.9651162790698,605,767,0.7729059090989197,41
86,87,True,86,0.9885057471264368,509.3103448275862,453,565,0.7731904795142039,42
87,88,True,87,0.9886363636363636,512.2727272727273,770,1066,0.7722616233254531,42
88,89,True,88,0.9887640449438202,515.5393258426966,803,1081,0.7717265158523253,42
89,90,True,89,0.9888888888888889,510.6777777777778,78,106,0.7716626651668038,43
90,91,False,89,0.978021978021978,505.0659340659341,0,0,0.7716626651668038,43
91,92,False,89,0.967391304347826,499.57608695652175,0,0,0.7716626651668038,43
92,93,True,90,0.967741935483871,496.6666666666667,229,300,0.771620921802175,43
93,94,True,91,0.9680851063829787,493.0744680851064,159,221,0.7714290469691422,43
94,95,True,92,0.968421052631579,490.18947368421055,219,268,0.7716321458160729,44
95,96,True,93,0.96875,490.125,484,630,0.7715972449983601,44
96,97,True,94,0.9690721649484536,491.7319587628866,646,899,0.7708269364404725,45
97,98,True,95,0.9693877551020408,494.66326530612247,779,1002,0.7709323961132933,44
98,99,True,96,0.9696969696969697,492.1212121212121,243,339,0.7706422018348624,43
99,100,True,97,0.97,490.06,286,359,0.7707890970288932,40
100,101,True,98,0.9702970297029703,486.7227722772277,153,183,0.7709764436498228,39
101,102,True,99,0.9705882352941176,485.4901960784314,361,465,0.7710153050897598,40
102,103,True,100,0.970873786407767,485.49514563106794,486,674,0.7704966025176808,40
103,104,True,101,0.9711538461538461,482.5,174,183,0.7710036260832155,40
104,105,True,102,0.9714285714285714,478.9142857142857,106,106,0.7713759779107225,39
105,106,True,103,0.9716981132075472,478.66037735849056,452,525,0.7720916076999164,40
106,107,True,104,0.9719626168224299,481.97196261682245,833,1060,0.7723099962560839,40
107,108,True,105,0.9722222222222222,485.5925925925926,873,1192,0.7716097517913105,41
108,109,True,106,0.9724770642201835,484.79816513761466,399,563,0.7710929519918284,42
109,110,True,107,0.9727272727272728,481.5272727272727,125,140,0.7713411970292704,43
110,111,True,108,0.972972972972973,481.7567567567568,507,664,0.7712666224363227,42
111,112,True,109,0.9732142857142857,482.41964285714283,556,821,0.770166060865227,43
112,113,True,110,0.9734513274336283,483.3893805309734,592,703,0.770879787744503,42
113,114,True,111,0.9736842105263158,482.87719298245617,425,539,0.7710127876521422,43
114,115,True,112,0.9739130434782609,481.62608695652176,339,467,0.7707196927529778,44
115,116,True,113,0.9741379310344828,482.8448275862069,623,969,0.7690195378468552,45
116,117,True,114,0.9743589743589743,479.62393162393164,106,112,0.7692919322777435,46
117,118,True,115,0.9745762711864406,477.20338983050846,194,286,0.7689366525105488,44
118,119,True,116,0.9747899159663865,474.83193277310926,195,238,0.7690998924716547,44
119,120,True,117,0.975,474.0083333333333,376,421,0.769806469075653,45
120,121,True,118,0.9752066115702479,475.08264462809916,604,873,0.7688963792250177,46
121,122,True,119,0.9754098360655737,476.1311475409836,603,797,0.7687665431445209,45
122,123,False,119,0.967479674796748,472.260162601626,0,0,0.7687665431445209,43
123,124,True,120,0.967741935483871,473.58870967741933,637,773,0.7693265036091861,44
124,125,True,121,0.968,472.0,275,328,0.7696221025032285,45
125,126,True,122,0.9682539682539683,470.87301587301585,330,412,0.769789679913848,42
126,127,True,123,0.968503937007874,472.20472440944883,640,819,0.769912186103836,43
127,128,True,124,0.96875,469.6015625,139,163,0.770085196335917,43
