,place_id,result,success,acceptance_ratio,aver_revenue,revenue,cost,revenue_to_cost,inservice
0,1,True,1,1.0,603.0,603,784,0.7691326530612245,1
1,2,True,2,1.0,545.5,488,639,0.7666900913562895,2
2,3,True,3,1.0,578.6666666666666,645,837,0.768141592920354,3
3,4,True,4,1.0,481.25,189,228,0.7737138263665595,4
4,5,True,5,1.0,445.8,304,384,0.7761142061281338,5
5,6,True,6,1.0,495.6666666666667,745,889,0.7907471417176283,6
6,7,True,7,1.0,495.14285714285717,492,635,0.7884440400363967,7
7,8,True,8,1.0,511.0,622,771,0.7911747629185214,8
8,9,True,9,1.0,521.7777777777778,608,867,0.7782565462379848,9
9,10,True,10,1.0,568.2,986,1144,0.7915853998328225,10
10,11,True,11,1.0,539.5454545454545,253,329,0.7905954442520314,11
11,12,True,12,1.0,566.3333333333334,861,1201,0.780431786862655,12
12,13,True,13,1.0,580.2307692307693,747,938,0.7819821687746216,13
13,14,True,14,1.0,599.7857142857143,854,1189,0.7749884633133364,14
14,15,True,15,1.0,589.2666666666667,442,581,0.7742641906096707,15
15,16,True,16,1.0,567.6875,244,289,0.7759931653139683,16
16,17,True,17,1.0,561.9411764705883,470,599,0.7764141742522757,17
17,18,True,18,1.0,536.0,95,106,0.7774375503626108,17
18,19,True,19,1.0,533.6315789473684,491,557,0.7819079201048816,18
19,20,True,20,1.0,519.65,254,320,0.782193121095808,19
20,21,True,21,1.0,515.3809523809524,430,579,0.7805423337660464,18
21,22,True,22,1.0,500.90909090909093,197,227,0.7819484850635067,19
22,23,True,23,1.0,495.30434782608694,372,468,0.7823638486367694,20
23,24,True,24,1.0,500.375,617,776,0.7830084110321445,21
24,25,True,25,1.0,498.56,455,566,0.7837514934289128,22
25,26,True,26,1.0,503.96153846153845,639,836,0.782782722982257,23
26,27,True,27,1.0,503.85185185185185,501,604,0.7844086951507813,22
27,28,True,28,1.0,490.5357142857143,131,150,0.7851712113416796,23
28,29,True,29,1.0,498.1034482758621,710,926,0.7842445301047831,24
29,30,True,30,1.0,505.93333333333334,733,960,0.7832189483461479,25
30,31,True,31,1.0,497.7096774193548,251,343,0.7823243078795254,24
31,32,True,32,1.0,507.75,819,987,0.7845864117050557,25
32,33,True,33,1.0,495.8181818181818,114,129,0.785200115174201,25
33,34,True,34,1.0,484.3529411764706,106,118,0.7858369917923268,26
34,35,True,35,1.0,488.0857142857143,615,823,0.784379448092199,27
35,36,True,36,1.0,490.6111111111111,579,720,0.7850126672296547,28
36,37,True,37,1.0,494.7837837837838,645,802,0.7856744345736234,29
37,38,True,38,1.0,495.3157894736842,515,646,0.7859857184616027,29
38,39,True,39,1.0,503.28205128205127,806,1022,0.7860947574992991,30
39,40,True,40,1.0,505.425,589,741,0.7863477246207702,31
40,41,True,41,1.0,497.4390243902439,178,201,0.7871174404692988,32
41,42,True,42,1.0,490.4047619047619,202,260,0.7870161629284322,32
42,43,True,43,1.0,488.3953488372093,404,596,0.7845854970672843,33
43,44,True,44,1.0,485.3181818181818,353,454,0.7844678740678153,34
44,45,True,45,1.0,490.44444444444446,716,962,0.7830961927403044,35
45,46,True,46,1.0,500.04347826086956,932,1185,0.7832334513756469,35
46,47,True,47,1.0,499.1489361702128,458,494,0.7856138235885072,36
47,48,True,48,1.0,492.3958333333333,175,179,0.7867580972670684,37
