,place_id,result,success,acceptance_ratio,aver_revenue,revenue,cost,revenue_to_cost,inservice
0,1,True,1,1.0,220.0,220,260,0.8461538461538461,1
1,2,True,2,1.0,159.5,99,99,0.8885793871866295,2
2,3,True,3,1.0,152.0,137,186,0.8366972477064221,3
3,4,True,4,1.0,190.0,304,358,0.8416389811738649,4
4,5,True,5,1.0,212.2,301,422,0.8007547169811321,5
5,6,True,6,1.0,210.83333333333334,204,261,0.7976040353089533,6
6,7,True,7,1.0,266.42857142857144,600,773,0.7905892327257312,7
7,8,True,8,1.0,265.25,257,303,0.797145003756574,8
8,9,True,9,1.0,325.55555555555554,808,1041,0.7912503375641372,9
9,10,True,10,1.0,322.9,299,349,0.7968904244817374,10
10,11,True,11,1.0,343.0,544,674,0.798349555649598,11
11,12,True,12,1.0,386.25,862,1137,0.790550912502132,12
12,13,True,13,1.0,380.38461538461536,310,401,0.7894316730523627,13
13,14,True,14,1.0,376.92857142857144,332,435,0.7877295118674429,14
14,15,True,15,1.0,407.6,837,1079,0.7860632553355619,13
15,16,True,16,1.0,409.0625,431,576,0.7834570265740962,14
16,17,True,17,1.0,442.11764705882354,971,1249,0.7826720816411538,15
17,18,True,18,1.0,433.55555555555554,288,366,0.782826762965192,16
18,19,True,19,1.0,449.57894736842104,738,1007,0.7782434402332361,17
19,20,True,20,1.0,432.4,106,148,0.777418194893923,17
20,21,True,21,1.0,420.3809523809524,180,248,0.7762926486106225,17
21,22,True,22,1.0,425.0,522,590,0.7816418659087109,18
22,23,True,23,1.0,436.2608695652174,684,935,0.7780103900131814,19
23,24,True,24,1.0,431.8333333333333,330,436,0.7773194329858246,20
24,25,True,25,1.0,422.52,199,249,0.7777205124429392,21
25,26,True,26,1.0,432.8076923076923,690,857,0.7793476002493247,22
26,27,True,27,1.0,432.9259259259259,436,543,0.7802029101588573,23
27,28,True,28,1.0,423.14285714285717,159,215,0.7796275580706719,24
28,29,True,29,1.0,423.9655172413793,447,617,0.7774756544833692,25
29,30,True,30,1.0,420.2,311,400,0.7774762550881954,26
30,31,True,31,1.0,411.93548387096774,164,199,0.7780417961372084,27
31,32,True,32,1.0,419.0625,640,805,0.7788361017539784,28
32,33,True,33,1.0,429.3636363636364,759,1069,0.7748127084814349,29
33,34,True,34,1.0,429.7352941176471,442,572,0.7747494564929212,29
34,35,True,35,1.0,422.9714285714286,193,253,0.7745918794474675,30
35,36,True,36,1.0,418.75,271,352,0.7745067817509248,31
36,37,True,37,1.0,425.02702702702703,651,892,0.7725486343092945,32
37,38,True,38,1.0,434.1578947368421,772,1112,0.7684926402086827,32
